time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.817206,0.0502,-0.0490,0.0308,0.077
2.829069,0.0889,-0.0594,-0.0828,0.135
2.837248,-0.0184,-0.0108,0.0383,0.044
2.847629,0.0214,-0.1094,0.0123,0.112
2.857677,-0.5165,0.2235,-0.1129,0.574
2.867428,-0.7519,0.1153,-0.1597,0.777
2.879065,-0.0788,0.1645,0.1347,0.227
2.887416,-0.0829,-0.0119,0.0673,0.107
2.897186,0.0408,-0.1393,0.0189,0.146
2.907212,0.3024,-0.2372,0.0978,0.397
2.917174,0.5754,-0.3451,0.1181,0.681
2.929386,0.4591,-0.4434,0.0800,0.643
2.937823,0.2374,-0.4045,0.0516,0.472
2.947710,0.0368,-0.2676,0.0226,0.271
2.957494,-0.0942,-0.1108,0.0708,0.162
2.967138,0.0003,-0.0227,0.0496,0.055
2.979324,-0.1592,0.0654,0.0179,0.173
2.987680,-0.1522,0.1537,-0.1121,0.244
2.997097,-0.2924,0.1832,-0.2915,0.452
3.007056,-0.2377,0.2913,-0.3640,0.523
3.017529,-0.0955,0.3115,-0.2910,0.437
3.031960,-0.3462,0.2436,-0.0819,0.431
3.038375,-0.7256,0.2542,0.1072,0.776
3.048572,-0.6664,0.1963,0.2869,0.752
3.057040,-0.3843,-0.0282,0.4773,0.613
3.067259,-0.0546,-0.2727,0.3954,0.483
3.080673,0.0986,-0.4194,0.5210,0.676
3.087043,0.2332,-0.4290,0.4030,0.633
3.097481,0.3693,-0.4292,0.3259,0.653
3.107243,0.1747,-0.4491,0.2494,0.543
3.117140,0.0599,-0.1751,-0.0906,0.206
3.126836,-0.0442,-0.2049,0.0577,0.217
3.137385,-0.0787,0.1182,0.0394,0.147
3.148242,-0.3986,0.1573,-0.1276,0.447
3.157574,-0.3377,0.5398,-0.2268,0.676
3.167115,-0.4736,0.3833,-0.3477,0.702
3.183228,-0.2784,0.3838,-0.3311,0.578
3.188513,-0.4176,0.1296,0.0074,0.437
3.196952,-0.1853,-0.0558,-0.0072,0.194
3.207186,0.0261,-0.1725,0.1150,0.209
3.217045,0.1795,-0.3187,0.1981,0.416
3.227092,0.2555,-0.4552,0.3013,0.603
3.237017,0.4017,-0.4546,0.3952,0.724
3.247905,0.2658,-0.3953,0.4509,0.656
3.257122,0.0729,-0.1795,0.4004,0.445
3.266954,-0.2558,0.1144,0.1847,0.336
3.279357,-0.2220,0.2219,-0.1086,0.332
3.286967,-0.6110,0.1824,-0.3530,0.729
3.297631,-1.3452,0.1923,0.0088,1.359
3.307221,0.1300,0.4673,-0.1100,0.497
3.317800,0.1344,0.0362,-0.1405,0.198
3.328005,0.0033,0.0759,-0.4267,0.433
3.337821,0.4410,0.0276,-0.3716,0.577
3.346940,0.2728,-0.1479,-0.3282,0.452
3.356982,-0.0307,-0.2448,-0.1302,0.279
3.367105,-0.2554,-0.2728,0.4874,0.614
3.377767,-0.4706,-0.3598,0.1451,0.610
3.387084,-0.4417,-0.4367,1.4002,1.532
3.397939,0.9077,0.0547,-0.5771,1.077
3.406939,0.1551,-0.3556,0.3046,0.493
3.417564,0.2259,0.2627,-0.6897,0.772
3.426752,-0.3777,0.0381,0.3221,0.498
3.437628,-0.3937,0.0096,0.1880,0.436
3.450307,-0.2941,-0.0386,0.4668,0.553
3.457244,-0.2734,-0.1752,0.1585,0.361
3.467094,-0.2536,-0.1648,0.3407,0.456
3.477051,-0.2053,-0.1350,0.2991,0.387
